business_name,business_phone,street_address,city,state,zipcode,unit_number,region,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,website,services_offered,price_per_lb,turnaround_time_hours,business_email,contact_name,contact_email,contact_phone
self,,,,,,,,,,,,,,,,,,,,,,,,
